Query	Start	End	Alignment	Classification	Recepient	Donor_Family	Donor_genera	Donor_species	Method	BS	Ingroup_seq_coverage	Ingroup_seq_fragment	Donor_seq_coverage	Donor_seq_fragment
Ain_1	362417	362679	Ain.hgt.682.fas	High confidence HGT	Orobanchaceae|Aeginetia_indica|BK061406.1_362417-362679;Orobanchaceae|Aeginetia_indica|MW582538.1_368577-368839;Orobanchaceae|Aeginetia_indica|MW851294.1_372243-371981;query|Ain_1;Orobanchaceae|Christisonia_kwangtungensis|OM219027.1_108041-108303	Campanulaceae	Lobelia	Campanulaceae|Lobelia_urens|OZ241236.1_229847-229563	Phylogeny: nested in donor family	0.911	1.0	1.0	0.9391634980988594	1.0
Ain_1	362888	362979	Ain.hgt.683.fas	Putative HGT	Orobanchaceae|Aeginetia_indica|BK061406.1_362888-362979;Orobanchaceae|Aeginetia_indica|MW582538.1_369048-369139;Orobanchaceae|Aeginetia_indica|MW851294.1_371772-371681;query|Ain_1;Orobanchaceae|Christisonia_kwangtungensis|OM219027.1_216359-216273	Fabaceae	Senna	Fabaceae|Senna_occidentalis|MF358694.1_306774-306684	Phylogeny	0.0	1.0	1.0	0.9891304347826086	1.0
Ain_1	363014	363564	Ain.hgt.684.fas	inconclusive	Orobanchaceae|Aeginetia_indica|BK061406.1_363014-363564;Orobanchaceae|Aeginetia_indica|MW582538.1_369174-369724;Orobanchaceae|Aeginetia_indica|MW851294.1_371646-371096;query|Ain_1	Convolvulaceae;Rutaceae	Murraya;Citrus;Cuscuta	Convolvulaceae|Cuscuta_japonica|MZ240726.1_208224-208101;Rutaceae|Murraya_koenigii|CM046829.1_98220-98094;Rutaceae|Citrus_sinensis|MG736621.1_140042-139919;Rutaceae|Citrus_unshiu|MN946543.1_331434-331557;Rutaceae|Citrus_maxima|MN946544.1_331443-331566;Rutaceae|Citrus_maxima|MN946545.1_67425-67302;Rutaceae|Citrus_maxima|PP035765.1_405368-405491;Rutaceae|Citrus_reticulata|PP035766.1_284167-284044;Rutaceae|Citrus_maxima|PP770439.1_63266-63143;Rutaceae|Citrus_x_changshan-huyou|PP894751.1_405940-406063;Rutaceae|Citrus_medica|PQ636878.1_64941-64818;Rutaceae|Citrus_x_aurantiifolia|PX251582.1_68640-68517;Rutaceae|Citrus_sinensis|PX373694.1_465301-465178	Phylogeny	0.288	1.0	1.0	0.18693284936479126	1.0
Ain_1	363564	363784	Ain.hgt.685.fas	inconclusive	Orobanchaceae|Aeginetia_indica|BK061406.1_363564-363784;query|Ain_1;Orobanchaceae|Aeginetia_indica|MW582538.1_369724-369944;Orobanchaceae|Aeginetia_indica|MW851294.1_371096-370876	Orobanchaceae;Caprifoliaceae	Valeriana;Orobanche	Orobanchaceae|Orobanche_pycnostachya|PQ467906.1_851392-851213;Caprifoliaceae|Valeriana_dageletiana|MW560898.1_1171088-1171208;Orobanchaceae|Orobanche_rapum-genistae|PX150052.1_28317-28131	Phylogeny	0.308	0.8144796380090498	1.0	0.7873303167420814	1.0
Ain_1	363739	363899	Ain.hgt.686.fas	Putative HGT	Orobanchaceae|Aeginetia_indica|BK061406.1_218130-217972;Orobanchaceae|Aeginetia_indica|MW582538.1_431772-431612;Orobanchaceae|Aeginetia_indica|MW851294.1_370921-370761;query|Ain_1	Campanulaceae	Platycodon	Campanulaceae|Platycodon_grandiflorus|KX887331.1_989250-989330;Campanulaceae|Platycodon_grandiflorus|MG775429.1_810088-810168;Campanulaceae|Platycodon_grandiflorus|MZ157120.1_372552-372632	Phylogeny	0.461	0.9937888198757764	1.0	0.5031055900621118	1.0
Ain_1	364082	364600	Ain.hgt.687.fas	inconclusive	Orobanchaceae|Aeginetia_indica|BK061406.1_364082-364600;Orobanchaceae|Aeginetia_indica|MW582538.1_431429-430911;Orobanchaceae|Aeginetia_indica|MW851294.1_370578-370060;query|Ain_1	Solanaceae;Onagraceae;Hypericaceae;Calophyllaceae;Chenopodiaceae;Cynomoriaceae;Orobanchaceae;Convolvulaceae	Beta;Hypericum;Dinetus;Convolvulus;Merremia;Ipomoea;Erycibe;Nicotiana;Argyreia;Capsicum;Cistanche;Cynomorium;Halogeton;Ludwigia;Lycium;Calophyllum;Chenopodium;Calystegia	Orobanchaceae|Cistanche_tubulosa|ON890414.1_384665-384543;Orobanchaceae|Cistanche_tubulosa|ON890418.1_26195-26073;Solanaceae|Capsicum_chinense|CM047568.1_379829-379717;Solanaceae|Capsicum_annuum|CM091477.1_393798-393686;Solanaceae|Capsicum_annuum|KJ865409.1_196572-196684;Solanaceae|Capsicum_annuum|KJ865410.1_393798-393686;Solanaceae|Capsicum_annuum|MK225636.1_196610-196722;Solanaceae|Capsicum_annuum|MK225637.1_393878-393766;Solanaceae|Capsicum_annuum|MN196478.1_379702-379590;Solanaceae|Capsicum_annuum|MZ520998.1_113094-113206;Solanaceae|Capsicum_chinense|MZ736638.1_61495-61607;Solanaceae|Capsicum_chinense|MZ736639.1_242723-242611;Solanaceae|Capsicum_baccatum|MZ779060.1_16135-16247;Solanaceae|Capsicum_pubescens|MZ823412.1_64339-64451;Solanaceae|Capsicum_pubescens|OP957066.1_245238-245126;Solanaceae|Capsicum_annuum|PP863287.1_376058-375946;Convolvulaceae|Ipomoea_quamoclit|MZ240732.1_138494-138356;Convolvulaceae|Ipomoea_nil|AP017303.1_236492-236631;Convolvulaceae|Convolvulus_arvensis|BK059236.1_14916-15055;Convolvulaceae|Ipomoea_batatas|BK059239.1_135024-134885;Convolvulaceae|Ipomoea_trifida|BK059240.1_84421-84282;Convolvulaceae|Ipomoea_triloba|BK059242.1_848-987;Convolvulaceae|Ipomoea_batatas|LC773294.1_215065-214926;Convolvulaceae|Ipomoea_trifida|LC773296.1_85056-84917;Convolvulaceae|Ipomoea_biflora|MZ240723.1_66800-66939;Convolvulaceae|Argyreia_velutina|MZ240724.1_156885-157024;Convolvulaceae|Calystegia_soldanella|MZ240725.1_264413-264552;Convolvulaceae|Erycibe_obtusifolia|MZ240728.1_211274-211413;Convolvulaceae|Ipomoea_aquatica|MZ240730.1_263374-263235;Convolvulaceae|Merremia_hederacea|MZ240731.1_265903-266042;Convolvulaceae|Ipomoea_pes-caprae|MZ240737.1_61289-61428;Convolvulaceae|Convolvulus_arvensis|OZ120392.1_207004-207143;Convolvulaceae|Calystegia_soldanella|OZ174194.1_92748-92609;Convolvulaceae|Ipomoea_aquatica|PP885438.1_294674-294535;Solanaceae|Nicotiana_tabacum|BA000042.1_256693-256816;Solanaceae|Nicotiana_tabacum_x_Hyoscyamus_niger|KM207679.1_245274-245397;Solanaceae|Nicotiana_tabacum|KR780036.1_256813-256936;Solanaceae|Nicotiana_sylvestris|KT997964.1_256693-256816;Solanaceae|Nicotiana_tabacum_x_Hyoscyamus_niger|MH168703.1_45348-45225;Solanaceae|Nicotiana_tabacum|MN651321.1_257067-257190;Solanaceae|Nicotiana_tabacum|OK109656.1_399116-399239;Solanaceae|Lycium_chinense|ON960098.1_133098-132959;Solanaceae|Lycium_barbarum|OP800905.1_18282-18143;Solanaceae|Lycium_barbarum|PP135467.1_181134-181273;Solanaceae|Lycium_chinense|PQ576450.1_132162-132023;Solanaceae|Lycium_ruthenicum|PQ613844.1_7243-7104;Solanaceae|Lycium_barbarum|PQ638952.1_431538-431677;Chenopodiaceae|Beta_vulgaris|BA000009.3_248457-248587;Chenopodiaceae|Beta_vulgaris|BA000024.1_152194-152324;Chenopodiaceae|Beta_vulgaris|FP885834.1_294426-294556;Chenopodiaceae|Beta_vulgaris|FP885845.1_60263-60393;Chenopodiaceae|Beta_vulgaris|FP885871.1_45061-44931;Chenopodiaceae|Beta_vulgaris|FQ014226.1_223985-223855;Chenopodiaceae|Beta_macrocarpa|FQ378026.1_49884-50014;Cynomoriaceae|Cynomorium_coccineum|KX270753.1_13974-13844;Chenopodiaceae|Halogeton_glomeratus|PQ468275.1_85752-85622;Chenopodiaceae|Chenopodium_quinoa|MK182703.1_88426-88293;Chenopodiaceae|Chenopodium_album|OX419235.1_276710-276590;Chenopodiaceae|Chenopodium_formosanum|PP314231.1_294035-293915;Chenopodiaceae|Chenopodium_acuminatum|PP155192.1_159530-159663;Hypericaceae|Hypericum_androsaemum|OZ023201.1_32693-32834;Hypericaceae|Hypericum_hircinum|OZ247461.1_91937-92078;Hypericaceae|Hypericum_hirsutum|OZ066692.1_431606-431465;Hypericaceae|Hypericum_pulchrum|OZ066719.1_1162-1021;Hypericaceae|Hypericum_perforatum|OZ286273.1_368727-368868;Calophyllaceae|Calophyllum_soulattri|OQ721861.1_257918-258048;Convolvulaceae|Dinetus_racemosus|MZ240727.1_263572-263711;Onagraceae|Ludwigia_hexapetala|PP727127.1_41596-41281;Onagraceae|Ludwigia_peploides|PP727129.1_41584-41269	Phylogeny	0.356	0.23314065510597304	1.0	0.24470134874759153	1.0
Ain_1	364594	364805	Ain.hgt.688.fas	VGT	NA	NA	NA	NA	Phylogeny	NA	NA	NA	NA	NA
Ain_1	364799	365048	Ain.hgt.689.fas	VGT	NA	NA	NA	NA	Phylogeny	NA	NA	NA	NA	NA
Ain_1	365031	365123	Ain.hgt.690.fas	VGT	NA	NA	NA	NA	Phylogeny	NA	NA	NA	NA	NA
Ain_1	365145	365389	Ain.hgt.691.fas	VGT	NA	NA	NA	NA	Phylogeny	NA	NA	NA	NA	NA
Ain_1	365373	365488	Ain.hgt.692.fas	High confidence HGT	Orobanchaceae|Aeginetia_indica|BK061406.1_365373-365488;Orobanchaceae|Aeginetia_indica|MW582538.1_430138-430023;Orobanchaceae|Aeginetia_indica|MW851294.1_369287-369172;query|Ain_1	Brassicaceae	Ricotia	Brassicaceae|Ricotia_carnosula|OQ376531.1_27618-27557;Brassicaceae|Ricotia_cretica|OQ376532.1_36103-36042;Brassicaceae|Ricotia_isatoides|OQ376534.1_238571-238632	Phylogeny: nested in donor family	0.103	1.0	1.0	0.5344827586206897	1.0
Ain_1	366044	366540	Ain.hgt.693.fas	VGT	NA	NA	NA	NA	Phylogeny	NA	NA	NA	NA	NA
Ain_1	366811	367111	Ain.hgt.694.fas	inconclusive	Orobanchaceae|Striga_asiatica|OP465140.1_538976-539055;Orobanchaceae|Aeginetia_indica|MW582538.1_428700-428399;Orobanchaceae|Aeginetia_indica|MW851294.1_367849-367548;Orobanchaceae|Aeginetia_indica|BK061406.1_366811-367111;query|Ain_1	Gesneriaceae;Convolvulaceae;Nyctaginaceae;Malvaceae;Geraniaceae;Cucurbitaceae;Droseraceae;Rubiaceae;Fabaceae;Campanulaceae;Orobanchaceae;Lamiaceae;Zingiberaceae;Euphorbiaceae;Iridaceae;Annonaceae	Excoecaria;Gleditsia;Platostoma;Vernicia;Geranium;Dorcoceras;Euphorbia;Bougainvillea;Oldenlandia;Annona;Cucurbita;Aldrovanda;Durio;Cuscuta;Iris;Codonopsis;Striga;Zingiber	Orobanchaceae|Striga_hermonthica|PX150082.1_783601-783462;Orobanchaceae|Striga_gesnerioides|PX150075.1_521490-521563+386524-386663;Rubiaceae|Oldenlandia_corymbosa|OX459128.1_251704-251850;Droseraceae|Aldrovanda_vesiculosa|OQ324919.1_482167-482317;Euphorbiaceae|Euphorbia_maculata|OZ219168.1_548067-547923;Geraniaceae|Geranium_brycei|KP974317.1_31039-31193;Annonaceae|Annona_cherimola|PV439851.1_783820-783675;Lamiaceae|Platostoma_chinense|OP537517.1_415441-415286;Gesneriaceae|Dorcoceras_hygrometricum|JN107812.1_261025-260935;Zingiberaceae|Zingiber_officinale|JACMSC010000026.1_806201-806295;Nyctaginaceae|Bougainvillea_buttiana|MH121057.1_241495-241401;Nyctaginaceae|Bougainvillea_glabra|MN432178.1_27455-27361;Nyctaginaceae|Bougainvillea_spectabilis|MW167296.1_61679-61585;Cucurbitaceae|Cucurbita_maxima|OL350846.1_208149-208299;Cucurbitaceae|Cucurbita_pepo|GQ856148.1_656430-656581;Iridaceae|Iris_foetidissima|OZ123581.1_386530-386346;Iridaceae|Iris_domestica|PQ468093.1_190557-190741;Fabaceae|Gleditsia_sinensis|MT921986.1_162389-162217;Euphorbiaceae|Excoecaria_agallocha|PP905394.1_38213-38393;Campanulaceae|Codonopsis_lanceolata|MG775430.1_120768-120952;Malvaceae|Durio_zibethinus|OR839126.1_387200-387290;Convolvulaceae|Cuscuta_australis|BK059200.1_16174-16243;Convolvulaceae|Cuscuta_australis|MN400579.1_13522-13453;Euphorbiaceae|Vernicia_fordii|OP251015.1_514632-514450;Zingiberaceae|Zingiber_officinale|JACMSC010000023.1_2661160-2661301;Convolvulaceae|Cuscuta_campestris|BK016277.1_98933-99071;Convolvulaceae|Cuscuta_campestris|MN400590.1_47444-47306;Convolvulaceae|Cuscuta_gronovii|OR139605.1_2683-2545	Phylogeny	0.995	0.46179401993355484	1.0	0.45182724252491696	1.0
Ain_1	367111	367711	Ain.hgt.695.fas	Putative HGT	Orobanchaceae|Aeginetia_indica|BK061406.1_367111-367711;Orobanchaceae|Aeginetia_indica|MW582538.1_428399-427799;Orobanchaceae|Aeginetia_indica|MW851294.1_367548-366948;query|Ain_1;Orobanchaceae|Striga_asiatica|OP465152.1_3045-3599	Cucurbitaceae	Cucumis;Citrullus	Cucurbitaceae|Citrullus_lanatus|GQ856147.1_98860-99913;Cucurbitaceae|Citrullus_lanatus|PP155186.1_48733-49786;Cucurbitaceae|Cucumis_melo|JF412792.1_300450-300266;Cucurbitaceae|Cucumis_melo|MG947207.1_215095-214911;Cucurbitaceae|Cucumis_melo|MW854328.1_600358-600174	Phylogeny	0.999	0.37603993344425957	1.0	0.29950083194675536	1.0
Ain_1	367711	367961	Ain.hgt.696.fas	Putative HGT	Orobanchaceae|Aeginetia_indica|BK061406.1_367711-367961;Orobanchaceae|Aeginetia_indica|MW582538.1_427799-427549;Orobanchaceae|Aeginetia_indica|MW851294.1_366948-366698;query|Ain_1	Cucurbitaceae	Citrullus	Cucurbitaceae|Citrullus_lanatus|GQ856147.1_98860-99913;Cucurbitaceae|Citrullus_lanatus|PP155186.1_48733-49786	Phylogeny	0.882	0.6693227091633467	1.0	0.9800796812749004	1.0
Ain_1	367961	368238	Ain.hgt.697.fas	inconclusive	Orobanchaceae|Aeginetia_indica|BK061406.1_367961-368238;Orobanchaceae|Aeginetia_indica|MW582538.1_427549-427272;Orobanchaceae|Aeginetia_indica|MW851294.1_366698-366421;query|Ain_1	Ericaceae;Brassicaceae	Erica;Notothlaspi	Ericaceae|Erica_cinerea|OZ330570.1_280737-280550;Brassicaceae|Notothlaspi_australe|OQ376521.1_110026-109888	Phylogeny	0.839	0.8201438848920863	1.0	0.5881294964028777	1.0
Ain_1	368223	369008	Ain.hgt.698.fas	Putative HGT	Orobanchaceae|Striga_gesnerioides|PX150076.1_637851-638185;Orobanchaceae|Christisonia_kwangtungensis|OM219027.1_106917-106183;Orobanchaceae|Aeginetia_indica|BK061406.1_368223-369008;Orobanchaceae|Aeginetia_indica|MW582538.1_427287-426502;Orobanchaceae|Aeginetia_indica|MW851294.1_366436-365651;query|Ain_1	Meliaceae	Aglaia;Melia	Meliaceae|Aglaia_odorata|OR680718.1_295100-294947;Meliaceae|Melia_azedarach|PP099859.1_224934-225675	Phylogeny	0.782	1.0	1.0	0.5572519083969465	1.0
Ain_1	369031	369325	Ain.hgt.699.fas	inconclusive	Orobanchaceae|Christisonia_kwangtungensis|OM219027.1_106168-105912;Orobanchaceae|Aeginetia_indica|BK061406.1_369031-369325;Orobanchaceae|Aeginetia_indica|MW582538.1_426479-426185;Orobanchaceae|Aeginetia_indica|MW851294.1_365628-365334;query|Ain_1;Orobanchaceae|Striga_hermonthica|PX150082.1_853478-853393+514117-513971	Vitaceae;Celastraceae	Euonymus;Nekemias	Celastraceae|Euonymus_alatus|MW009108.1_75762-75854;Vitaceae|Nekemias_grossedentata|PV221056.1_49650-49844	Phylogeny	0.608	0.30508474576271183	1.0	0.4796610169491526	1.0
Ain_1	369510	369613	Ain.hgt.700.fas	VGT	NA	NA	NA	NA	Phylogeny	NA	NA	NA	NA	NA
Ain_1	369616	369716	Ain.hgt.701.fas	inconclusive	Orobanchaceae|Aeginetia_indica|BK061406.1_173303-173203;Orobanchaceae|Aeginetia_indica|MW582538.1_425894-425794;Orobanchaceae|Aeginetia_indica|MW851294.1_365043-364943;query|Ain_1;Orobanchaceae|Christisonia_kwangtungensis|OM219027.1_105621-105549	Solanaceae;Araliaceae;Malvaceae;Lamiaceae;Fabaceae;Berberidaceae;Rubiaceae;Arecaceae;Orobanchaceae;Ranunculaceae;Hydnoraceae	Mandragora;Hydnora;Solanum;Alkekengi;Polyscias;Durio;Stylosanthes;Dendropanax;Callicarpa;Hedera;Nicotiana;Coptis;Xylanche;Alectra;Panax;Elaeis;Senna;Berberis;Hyoscyamus;Striga;Psychotria;Physochlaina;Capsicum;Cistanche;Aphyllon;Lycium	Solanaceae|Solanum_tuberosum|MW122969.1_85050-85112;Solanaceae|Solanum_tuberosum|MW122972.1_85957-86019;Solanaceae|Solanum_chaucha|MW122978.1_85957-86019;Araliaceae|Dendropanax_morbifer|MW073906.1_83815-83753;Araliaceae|Dendropanax_morbifer|MW539686.1_282530-282468;Araliaceae|Panax_notoginseng|MZ826156.1_35196-35134;Araliaceae|Panax_notoginseng|MZ826159.1_35196-35134;Araliaceae|Panax_vietnamensis|MZ826164.1_194525-194587;Araliaceae|Panax_notoginseng|OL505713.1_66356-66418;Ranunculaceae|Coptis_chinensis|OP466716.1_409385-409447;Ranunculaceae|Coptis_chinensis|OP466717.1_194181-194243;Ranunculaceae|Coptis_deltoidea|OP466722.1_632779-632717;Ranunculaceae|Coptis_omeiensis|OP466725.1_602409-602471;Malvaceae|Durio_zibethinus|OR839125.1_502265-502327;Araliaceae|Hedera_helix|OX381723.1_100963-100901;Berberidaceae|Berberis_aquifolium|OZ247546.1_72059-72121;Arecaceae|Elaeis_guineensis|PP050468.1_771849-771911;Arecaceae|Elaeis_guineensis|PP153532.1_80482-80544;Araliaceae|Polyscias_racemosa|PP894747.1_23581-23643;Araliaceae|Polyscias_bisattenuata|PP894748.1_23581-23643;Araliaceae|Polyscias_macgillivrayi|PP894750.1_389994-389932;Orobanchaceae|Cistanche_deserticola|ON890400.1_181900-181838;Orobanchaceae|Xylanche_himalaica|OP019635.1_21427-21365;Orobanchaceae|Aphyllon_californicum|PX132744.1_383443-383381;Solanaceae|Capsicum_chinense|CM047568.1_194686-194624;Solanaceae|Capsicum_annuum|CM091477.1_203607-203545;Solanaceae|Capsicum_annuum|KJ865409.1_339257-339195;Solanaceae|Capsicum_annuum|KJ865410.1_203607-203545;Solanaceae|Nicotiana_tabacum_x_Hyoscyamus_niger|KM207679.1_93373-93435;Solanaceae|Hyoscyamus_niger|KM207685.1_395208-395146;Fabaceae|Senna_occidentalis|MF358694.1_326123-326185;Solanaceae|Nicotiana_tabacum_x_Hyoscyamus_niger|MH168702.1_119051-118989;Solanaceae|Capsicum_annuum|MK225636.1_339306-339244;Solanaceae|Capsicum_annuum|MK225637.1_203639-203577;Solanaceae|Physochlaina_orientalis|MK490961.1_550745-550683;Solanaceae|Capsicum_annuum|MN196478.1_194614-194552;Solanaceae|Capsicum_annuum|MZ520998.1_255777-255715;Fabaceae|Stylosanthes_hamata|MZ747306.1_500099-500037;Fabaceae|Stylosanthes_pilosa|MZ747310.1_424530-424468;Fabaceae|Stylosanthes_seabrana|MZ747313.1_421592-421530;Solanaceae|Alkekengi_officinarum|OL467322.1_254124-254062;Solanaceae|Lycium_chinense|ON960098.1_106478-106416;Solanaceae|Lycium_barbarum|OP800905.1_405538-405476;Solanaceae|Lycium_barbarum|PP135467.1_7473-7535;Solanaceae|Capsicum_annuum|PP863287.1_143870-143932;Solanaceae|Mandragora_caulescens|PP971602.1_317311-317249;Solanaceae|Lycium_chinense|PQ576450.1_105542-105480;Solanaceae|Lycium_ruthenicum|PQ613844.1_400494-400432;Solanaceae|Lycium_barbarum|PQ638952.1_531608-531670;Solanaceae|Lycium_barbarum|PQ638953.1_9005-9067;Lamiaceae|Callicarpa_nudiflora|PX091360.1_542420-542482;Lamiaceae|Callicarpa_americana|PX121882.1_85846-85784;Orobanchaceae|Striga_gesnerioides|PX150075.1_1780527-1780465;Orobanchaceae|Striga_hermonthica|PX150086.1_255278-255216;Solanaceae|Nicotiana_tabacum|KR071121.1_461069-461131;Solanaceae|Nicotiana_tabacum|MN651322.1_162826-162888;Solanaceae|Nicotiana_tabacum|MN651323.1_372081-372143;Solanaceae|Nicotiana_tabacum|MN651324.1_456737-456675;Solanaceae|Nicotiana_tabacum|OK109657.1_298493-298431;Solanaceae|Nicotiana_tabacum|OK109658.1_430671-430733;Rubiaceae|Psychotria_serpens|MT528155.1_529164-529102;Hydnoraceae|Hydnora_visseri|OP649464.1_259513-258370;Orobanchaceae|Alectra_orobanchoides|PX132743.1_47743-47815	Phylogeny	0.0	0.6237623762376238	1.0	0.6237623762376238	1.0
Ain_1	369716	370116	Ain.hgt.702.fas	VGT	NA	NA	NA	NA	Phylogeny	NA	NA	NA	NA	NA
Ain_1	370116	370466	Ain.hgt.703.fas	inconclusive	Orobanchaceae|Aeginetia_indica|BK061406.1_172803-172453;Orobanchaceae|Aeginetia_indica|MW582538.1_425398-425048;Orobanchaceae|Aeginetia_indica|MW851294.1_364547-364197;query|Ain_1	Solanaceae;Orchidaceae;Malvaceae;Fabaceae;Rubiaceae;Cactaceae;Apocynaceae;Vitaceae;Orobanchaceae;Moraceae;Euphorbiaceae;Rutaceae	Mammillaria;Tetradium;Gleditsia;Coffea;Ficus;Nekemias;Vitis;Cereus;Nicotiana;Nopalea;Tylosema;Striga;Corchorus;Trachelospermum;Phellodendron;Hancornia;Astragalus;Jatropha;Bauhinia;Erycina	Malvaceae|Corchorus_capsularis|KT894204.1_1325763-1325680;Orobanchaceae|Striga_asiatica|OP465140.1_591452-591367;Orobanchaceae|Striga_hermonthica|PX150086.1_191423-191508;Fabaceae|Astragalus_membranaceus|ON930434.1_23659-23580;Fabaceae|Astragalus_membranaceus|OR567493.1_23659-23580;Rutaceae|Phellodendron_amurense|PP492704.1_373588-373508;Rutaceae|Tetradium_ruticarpum|PV176889.1_37897-37817;Rubiaceae|Coffea_arabica|OL789880.1_267035-267114;Fabaceae|Tylosema_esculentum|OK638188.1_67003-66924;Fabaceae|Tylosema_esculentum|OP795448.1_24279-24358;Euphorbiaceae|Jatropha_curcas|OQ603497.1_507757-507836;Moraceae|Ficus_carica|OQ629317.1_397046-396967;Fabaceae|Bauhinia_variegata|OR188023.1_218960-219039;Fabaceae|Bauhinia_purpurea|PQ043320.1_13958-14037;Moraceae|Ficus_hirta|PQ663700.1_235151-235072;Moraceae|Ficus_hirta|PV472256.1_457311-457232;Solanaceae|Nicotiana_longiflora|PP135468.1_222992-222913;Cactaceae|Mammillaria_huitzilopochtli|OP081771.1_1821573-1821492;Cactaceae|Nopalea_cochenillifera|OR885585.1_545471-545390;Cactaceae|Cereus_jamacaru|PV822038.1_978702-978622;Orchidaceae|Erycina_pusilla|KJ501967.1_5195-5274;Orchidaceae|Erycina_pusilla|KJ501977.1_21629-21708;Fabaceae|Gleditsia_sinensis|MT921986.1_439229-439307;Apocynaceae|Trachelospermum_jasminoides|OR333986.1_395836-395713+526946-527025;Apocynaceae|Trachelospermum_jasminoides|PP314235.1_243134-243011+374197-374276;Apocynaceae|Hancornia_speciosa|OR882848.1_311677-311800;Vitaceae|Vitis_vinifera|CM041970.1_101675-101753;Vitaceae|Vitis_vinifera|CM041972.1_101675-101753;Vitaceae|Vitis_vinifera|CM048855.1_101676-101754;Vitaceae|Vitis_vinifera|FM179380.1_101677-101755;Vitaceae|Vitis_vinifera|GQ220324.1_66985-66907;Vitaceae|Vitis_riparia_x_Vitis_cinerea|LR738918.1_123045-123123;Vitaceae|Nekemias_grossedentata|PV221057.1_209277-209199	Phylogeny	0.77	0.4045584045584045	1.0	0.22792022792022792	1.0
Ain_1	370466	371135	Ain.hgt.704.fas	inconclusive	Orobanchaceae|Aeginetia_indica|BK061406.1_172453-171784;Orobanchaceae|Aeginetia_indica|MW582538.1_425048-424379;Orobanchaceae|Aeginetia_indica|MW851294.1_364197-363528;query|Ain_1;Orobanchaceae|Christisonia_kwangtungensis|OM219027.1_104855-104210	Orobanchaceae;Rosaceae	Rosa;Cistanche	Rosaceae|Rosa_rugosa|BK013300.1_213708-213618;Rosaceae|Rosa_sp.|MN909970.1_214844-214754;Rosaceae|Rosa_rugosa|ON478175.1_162997-163087;Rosaceae|Rosa_rugosa|OY288198.1_136581-136491;Rosaceae|Rosa_spinosissima|OZ218480.1_281244-281154;Rosaceae|Rosa_rugosa|PQ474155.1_37986-37896;Rosaceae|Rosa_spinosissima|PQ586259.1_37250-37340;Orobanchaceae|Cistanche_deserticola|ON890401.1_195022-195700	Phylogeny	0.919	0.5873134328358209	1.0	0.12686567164179108	1.0
Ain_1	371690	371931	Ain.hgt.705.fas	Putative HGT	Orobanchaceae|Christisonia_kwangtungensis|OM219027.1_103669-103465;Orobanchaceae|Aeginetia_indica|BK061406.1_171229-170988;query|Ain_1;Orobanchaceae|Aeginetia_indica|MW582538.1_423824-423583;Orobanchaceae|Aeginetia_indica|MW851294.1_362973-362732	Calophyllaceae	Calophyllum	Calophyllaceae|Calophyllum_soulattri|OQ721861.1_317344-317101	Phylogeny	0.581	1.0	1.0	0.9586776859504132	1.0
Ain_1	372014	372101	Ain.hgt.706.fas	VGT	NA	NA	NA	NA	Phylogeny	NA	NA	NA	NA	NA
Ain_1	373352	373467	Ain.hgt.707.fas	High confidence HGT	query|Ain_1;Orobanchaceae|Aeginetia_indica|BK061406.1_169567-169452;Orobanchaceae|Aeginetia_indica|MW582538.1_422162-422047;Orobanchaceae|Aeginetia_indica|MW851294.1_361311-361196;Orobanchaceae|Christisonia_kwangtungensis|OM219027.1_102097-101982	Solanaceae	Solanum	Solanaceae|Solanum_melongena|LC875517.1_239660-239775;Solanaceae|Solanum_aethiopicum|MT122954.1_355656-355541;Solanaceae|Solanum_aethiopicum|MT122966.1_330697-330582;Solanaceae|Solanum_aethiopicum|MT122969.1_330645-330530;Solanaceae|Solanum_aethiopicum|MT122973.1_355482-355367;Solanaceae|Solanum_aethiopicum|MT122977.1_330596-330481;Solanaceae|Solanum_aethiopicum|MT122988.1_373250-373135;Solanaceae|Solanum_melongena|OR187866.1_62363-62478;Solanaceae|Solanum_aethiopicum|OR187867.1_62359-62474	BLAST: exclusive homology in two families	NA	1.0	1.0	1.0	1.0
Ain_1	374456	374849	Ain.hgt.708.fas	Putative HGT	Orobanchaceae|Aeginetia_indica|BK061406.1_168463-168070;query|Ain_1	Cyperaceae	Cyperus	Cyperaceae|Cyperus_fuscus|OZ210617.1_79277-79197	Phylogeny	0.03	0.5685279187817258	1.0	0.20558375634517767	1.0
Ain_1	374806	375373	Ain.hgt.709.fas	VGT	NA	NA	NA	NA	Phylogeny	NA	NA	NA	NA	NA
Ain_1	376298	377260	Ain.hgt.710.fas	inconclusive	Orobanchaceae|Bellardia_viscosa|OZ280719.1_141232-140988;Orobanchaceae|Aeginetia_indica|BK061406.1_166621-165659;query|Ain_1;Orobanchaceae|Aeginetia_indica|MW582538.1_419216-418254;Orobanchaceae|Aeginetia_indica|MW851294.1_358365-357403;Orobanchaceae|Striga_gesnerioides|PX150075.1_1451545-1452456;Orobanchaceae|Striga_hermonthica|PX150082.1_1222560-1223471	Campanulaceae;Caprifoliaceae	Jasione;Valeriana	Caprifoliaceae|Valeriana_dageletiana|MW560898.1_11921-12801;Campanulaceae|Jasione_montana|OZ060880.1_13424-14139+80245-80115	Phylogeny	0.688	0.9709241952232606	1.0	0.8888888888888888	1.5
